objectid,object_location,image_small,image_thumb,cross
04-01-004,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-01-004.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-01-004_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-01-004_th.jpg,
04-01-005,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-01-005.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-01-005_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-01-005_th.jpg,
04-01-008,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-01-008.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-01-008_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-01-008_th.jpg,
04-02-012,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-02-012.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-02-012_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-02-012_th.jpg,
04-04-001,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-04-001.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-04-001_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-04-001_th.jpg,
04-06-013,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-06-013.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-06-013_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-06-013_th.jpg,
04-09-003,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-09-003.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-09-003_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-09-003_th.jpg,
04-11-005,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/04-11-005.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/small/04-11-005_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/deary/thumbs/04-11-005_th.jpg,
